opcode,mnem,op_enc,ops,prefs,feature_flag,exceptions
0F B6 /r,MOVZX,RM,r16:mew; r/m8:mer,pref66:mandatory/1; pref67:operand/1,,SS; GP; PF; AC
0F B6 /r,MOVZX,RM,r32:mew; r/m8:mer,rex_w:optional/0; pref67:operand/1,,SS; GP; PF; AC
0F B6 /r,MOVZX,RM,r64:mew; r/m8:mer,rex_w:mandatory/1; pref67:operand/1,,SS; GP; PF; AC
0F B7 /r,MOVZX,RM,r32:mew; r/m16:mer,pref67:operand/1,,SS; GP; PF; AC
0F B7 /r,MOVZX,RM,r64:mew; r/m16:mer,rex_w:mandatory/1; pref67:operand/1,,SS; GP; PF; AC
0F 3A 42 /r ib,MPSADBW,RMI,xmm:merw; xmm/m128:mer; imm8:mer,pref67:operand/1; pref66:mandatory/1,SSE4_1,UD; GP
VEX.NDS.128.66.0F3A.WIG 42 /r ib,VMPSADBW,RVMI,xmm:mew; xmm:mer; xmm/m128:mer; imm8:mer,pref67:operand/1,AVX,UD; GP
VEX.NDS.256.66.0F3A.WIG 42 /r ib,VMPSADBW,RVMI,ymm:mew; ymm:mer; ymm/m256:mer; imm8:mer,pref67:operand/1,AVX2,UD; GP
F6 /4,MUL,M,r/m8:mer; AX:rw; OF:w; CF:w; SF:u; ZF:u; AF:u; PF:u,rex_w:operand/any; pref67:operand/1,,SS; GP; PF; AC
F7 /4,MUL,M,r/m16:mer; AX:rw; DX:rw; OF:w; CF:w; SF:u; ZF:u; AF:u; PF:u,pref66:mandatory/1; pref67:operand/1,,SS; GP; PF; AC
F7 /4,MUL,M,r/m32:mer; EDX:rw; EAX:rw; OF:w; CF:w; SF:u; ZF:u; AF:u; PF:u,rex_w:optional/0; pref67:operand/1,,SS; GP; PF; AC
F7 /4,MUL,M,r/m64:mer; RDX:rw; RAX:rw; OF:w; CF:w; SF:u; ZF:u; AF:u; PF:u,rex_w:mandatory/1; pref67:operand/1,,SS; GP; PF; AC
0F 59 /r,MULPD,RM,xmm:merw; xmm/m128:mer; PE:w; UE:w; OE:w; DE:w; IE:w,pref67:operand/1; pref66:mandatory/1,SSE2,UD; GPS; AC; PFS; XFS
VEX.NDS.128.66.0F.WIG 59 /r,VMULPD,RVM,xmm:mew; xmm:mer; xmm/m128:mer; PE:w; UE:w; OE:w; DE:w; IE:w,pref67:operand/1,AVX,UD; GPS; AC; PFS; XFS
VEX.NDS.256.66.0F.WIG 59 /r,VMULPD,RVM,ymm:mew; ymm:mer; ymm/m256:mer; PE:w; UE:w; OE:w; DE:w; IE:w,pref67:operand/1,AVX,UD; GPS; AC; PFS; XFS
EVEX.NDS.128.66.0F.W1 59 /r,VMULPD,FV,xmm {k1}{z}:mew; xmm:mer; xmm/m128/m64bcst:mer; PE:w; UE:w; OE:w; DE:w; IE:w,,AVX512VL; AVX512F,UD; GPS; AC; PFS; XFS
EVEX.NDS.256.66.0F.W1 59 /r,VMULPD,FV,ymm {k1}{z}:mew; ymm:mer; ymm/m256/m64bcst:mer; PE:w; UE:w; OE:w; DE:w; IE:w,,AVX512VL; AVX512F,UD; GPS; AC; PFS; XFS
EVEX.NDS.512.66.0F.W1 59 /r,VMULPD,FV,zmm {k1}{z}:mew; zmm:mer; zmm/m512/m64bcst{er}:mer; PE:w; UE:w; OE:w; DE:w; IE:w,,AVX512F,UD; GPS; AC; PFS; XFS
0F 59 /r,MULPS,RM,xmm:merw; xmm/m128:mer; PE:w; UE:w; OE:w; DE:w; IE:w,pref67:operand/1,SSE,UD; GPS; AC; PFS; XFS
VEX.NDS.128.0F.WIG 59 /r,VMULPS,RVM,xmm:mew; xmm:mer; xmm/m128:mer; PE:w; UE:w; OE:w; DE:w; IE:w,pref67:operand/1,AVX,UD; GPS; AC; PFS; XFS
VEX.NDS.256.0F.WIG 59 /r,VMULPS,RVM,ymm:mew; ymm:mer; ymm/m256:mer; PE:w; UE:w; OE:w; DE:w; IE:w,pref67:operand/1,AVX,UD; GPS; AC; PFS; XFS
EVEX.NDS.128.0F.W0 59 /r,VMULPS,FV,xmm {k1}{z}:mew; xmm:mer; xmm/m128/m32bcst:mer; PE:w; UE:w; OE:w; DE:w; IE:w,,AVX512VL; AVX512F,UD; GPS; AC; PFS; XFS
EVEX.NDS.256.0F.W0 59 /r,VMULPS,FV,ymm {k1}{z}:mew; ymm:mer; ymm/m256/m32bcst:mer; PE:w; UE:w; OE:w; DE:w; IE:w,,AVX512VL; AVX512F,UD; GPS; AC; PFS; XFS
EVEX.NDS.512.0F.W0 59 /r,VMULPS,FV,zmm {k1}{z}:mew; zmm:mer; zmm/m512/m32bcst {er}:mer; PE:w; UE:w; OE:w; DE:w; IE:w,,AVX512F,UD; GPS; AC; PFS; XFS
0F 59 /r,MULSD,RM,xmm[0..63]:merw; xmm/m64:mer; PE:w; UE:w; OE:w; DE:w; IE:w,pref67:operand/1; prefF2:mandatory/1,SSE2,UD; GP; ACS; XFS
VEX.NDS.128.F2.0F.WIG 59 /r,VMULSD,RVM,xmm:mew; xmm:mer; xmm/m64:mer; PE:w; UE:w; OE:w; DE:w; IE:w,pref67:operand/1,AVX,UD; GP; ACS; XFS
EVEX.NDS.LIG.F2.0F.W1 59 /r,VMULSD,T1S,xmm {k1}{z}:mew; xmm:mer; xmm/m64 {er}:mer; PE:w; UE:w; OE:w; DE:w; IE:w,,AVX512F,UD; GP; ACS; XFS
0F 59 /r,MULSS,RM,xmm[0..31]:merw; xmm/m32:mer; PE:w; UE:w; OE:w; DE:w; IE:w,pref67:operand/1; prefF3:mandatory/1,SSE,UD; GP; ACS; XFS
VEX.NDS.128.F3.0F.WIG 59 /r,VMULSS,RVM,xmm:mew; xmm:mer; xmm/m32:mer; PE:w; UE:w; OE:w; DE:w; IE:w,pref67:operand/1,AVX,UD; GP; ACS; XFS
EVEX.NDS.LIG.F3.0F.W0 59 /r,VMULSS,T1S,xmm {k1}{z}:mew; xmm:mer; xmm/m32 {er}:mer; PE:w; UE:w; OE:w; DE:w; IE:w,,AVX512F,UD; GP; ACS; XFS
VEX.NDD.LZ.F2.0F38.W0 F6 /r,MULX,RVM,r32:mew; r32:mew; r/m32:mer; EDX:r,pref67:operand/1,BMI2,UDX; SSX; GP; PF; AC
VEX.NDD.LZ.F2.0F38.W1 F6 /r,MULX,RVM,r64:mew; r64:mew; r/m64:mer; RDX:r,pref67:operand/1,BMI2,UDX; SSX; GP; PF; AC
F6 /3,NEG,M,r/m8:merw; CF:w; OF:w; SF:w; ZF:w; AF:w; PF:w,lock:optional/1; rex_w:operand/any; pref67:operand/1,,SSX; GPX; PF; AC
F7 /3,NEG,M,r/m16:merw; CF:w; OF:w; SF:w; ZF:w; AF:w; PF:w,lock:optional/1; pref66:mandatory/1; pref67:operand/1,,SSX; GPX; PF; AC
F7 /3,NEG,M,r/m32:merw; CF:w; OF:w; SF:w; ZF:w; AF:w; PF:w,lock:optional/1; rex_w:optional/0; pref67:operand/1,,SSX; GPX; PF; AC
F7 /3,NEG,M,r/m64:merw; CF:w; OF:w; SF:w; ZF:w; AF:w; PF:w,lock:optional/1; rex_w:mandatory/1; pref67:operand/1,,SSX; GPX; PF; AC
90,NOP,NP,,,,
0F 1F /0,NOP,M,r/m16:mer,pref66:mandatory/1; pref67:operand/1,,
0F 1F /0,NOP,M,r/m32:mer,rex_w:optional/0; pref67:operand/1,,
F6 /2,NOT,M,r/m8:merw,lock:optional/1; rex_w:operand/any; pref67:operand/1,,SSX; GP; PF; AC
F7 /2,NOT,M,r/m16:merw,lock:optional/1; pref66:mandatory/1; pref67:operand/1,,SSX; GP; PF; AC
F7 /2,NOT,M,r/m32:merw,lock:optional/1; rex_w:optional/0; pref67:operand/1,,SSX; GP; PF; AC
F7 /2,NOT,M,r/m64:merw,lock:optional/1; rex_w:mandatory/1; pref67:operand/1,,SSX; GP; PF; AC
0C ib,OR,I,AL:mrw; imm8:mer; OF:0; CF:0; SF:w; ZF:w; PF:w; AF:u,,,SSX; GPX; PF; AC
0D iw,OR,I,AX:mrw; imm16:mer; OF:0; CF:0; SF:w; ZF:w; PF:w; AF:u,pref66:mandatory/1,,SSX; GPX; PF; AC
0D id,OR,I,EAX:mrw; imm32:mer; OF:0; CF:0; SF:w; ZF:w; PF:w; AF:u,rex_w:optional/0,,SSX; GPX; PF; AC
0D id,OR,I,RAX:mrw; imm32:mer; OF:0; CF:0; SF:w; ZF:w; PF:w; AF:u,rex_w:mandatory/1,,SSX; GPX; PF; AC
80 /1 ib,OR,MI,r/m8:merw; imm8:mer; OF:0; CF:0; SF:w; ZF:w; PF:w; AF:u,lock:optional/1; rex_w:operand/any; pref67:operand/1,,SSX; GPX; PF; AC
81 /1 iw,OR,MI,r/m16:merw; imm16:mer; OF:0; CF:0; SF:w; ZF:w; PF:w; AF:u,lock:optional/1; pref66:mandatory/1; pref67:operand/1,,SSX; GPX; PF; AC
81 /1 id,OR,MI,r/m32:merw; imm32:mer; OF:0; CF:0; SF:w; ZF:w; PF:w; AF:u,lock:optional/1; rex_w:optional/0; pref67:operand/1,,SSX; GPX; PF; AC
81 /1 id,OR,MI,r/m64:merw; imm32:mer; OF:0; CF:0; SF:w; ZF:w; PF:w; AF:u,lock:optional/1; rex_w:mandatory/1; pref67:operand/1,,SSX; GPX; PF; AC
83 /1 ib,OR,MI,r/m16:merw; imm8:mer; OF:0; CF:0; SF:w; ZF:w; PF:w; AF:u,lock:optional/1; pref66:mandatory/1; pref67:operand/1,,SSX; GPX; PF; AC
83 /1 ib,OR,MI,r/m32:merw; imm8:mer; OF:0; CF:0; SF:w; ZF:w; PF:w; AF:u,lock:optional/1; rex_w:optional/0; pref67:operand/1,,SSX; GPX; PF; AC
83 /1 ib,OR,MI,r/m64:merw; imm8:mer; OF:0; CF:0; SF:w; ZF:w; PF:w; AF:u,lock:optional/1; rex_w:mandatory/1; pref67:operand/1,,SSX; GPX; PF; AC
08 /r,OR,MR,r/m8:merw; r8:mer; OF:0; CF:0; SF:w; ZF:w; PF:w; AF:u,lock:optional/1; rex_w:operand/any; pref67:operand/1,,SSX; GPX; PF; AC
09 /r,OR,MR,r/m16:merw; r16:mer; OF:0; CF:0; SF:w; ZF:w; PF:w; AF:u,lock:optional/1; pref66:mandatory/1; pref67:operand/1,,SSX; GPX; PF; AC
09 /r,OR,MR,r/m32:merw; r32:mer; OF:0; CF:0; SF:w; ZF:w; PF:w; AF:u,lock:optional/1; rex_w:optional/0; pref67:operand/1,,SSX; GPX; PF; AC
09 /r,OR,MR,r/m64:merw; r64:mer; OF:0; CF:0; SF:w; ZF:w; PF:w; AF:u,lock:optional/1; rex_w:mandatory/1; pref67:operand/1,,SSX; GPX; PF; AC
0A /r,OR,RM,r8:merw; r/m8:mer; OF:0; CF:0; SF:w; ZF:w; PF:w; AF:u,rex_w:operand/any; pref67:operand/1,,SSX; GPX; PF; AC
0B /r,OR,RM,r16:merw; r/m16:mer; OF:0; CF:0; SF:w; ZF:w; PF:w; AF:u,pref66:mandatory/1; pref67:operand/1,,SSX; GPX; PF; AC
0B /r,OR,RM,r32:merw; r/m32:mer; OF:0; CF:0; SF:w; ZF:w; PF:w; AF:u,rex_w:optional/0; pref67:operand/1,,SSX; GPX; PF; AC
0B /r,OR,RM,r64:merw; r/m64:mer; OF:0; CF:0; SF:w; ZF:w; PF:w; AF:u,rex_w:mandatory/1; pref67:operand/1,,SSX; GPX; PF; AC
0F 56 /r,ORPD,RM,xmm:merw; xmm/m128:mer,pref67:operand/1; pref66:mandatory/1,SSE2,UD; GPS; AC; PFS
VEX.NDS.128.66.0F 56 /r,VORPD,RVM,xmm:mew; xmm:mer; xmm/m128:mer,pref67:operand/1,AVX,UD; GPS; AC; PFS
VEX.NDS.256.66.0F 56 /r,VORPD,RVM,ymm:mew; ymm:mer; ymm/m256:mer,pref67:operand/1,AVX,UD; GPS; AC; PFS
EVEX.NDS.128.66.0F.W1 56 /r,VORPD,FV,xmm {k1}{z}:mew; xmm:mer; xmm/m128/m64bcst:mer,,AVX512VL; AVX512DQ,UD; GPS; AC; PFS
EVEX.NDS.256.66.0F.W1 56 /r,VORPD,FV,ymm {k1}{z}:mew; ymm:mer; ymm/m256/m64bcst:mer,,AVX512VL; AVX512DQ,UD; GPS; AC; PFS
EVEX.NDS.512.66.0F.W1 56 /r,VORPD,FV,zmm {k1}{z}:mew; zmm:mer; zmm/m512/m64bcst:mer,,AVX512DQ,UD; GPS; AC; PFS
0F 56 /r,ORPS,RM,xmm:merw; xmm/m128:mer,pref67:operand/1,SSE,UD; GPS; AC; PFS
VEX.NDS.128.0F 56 /r,VORPS,RVM,xmm:mew; xmm:mer; xmm/m128:mer,pref67:operand/1,AVX,UD; GPS; AC; PFS
VEX.NDS.256.0F 56 /r,VORPS,RVM,ymm:mew; ymm:mer; ymm/m256:mer,pref67:operand/1,AVX,UD; GPS; AC; PFS
EVEX.NDS.128.0F.W0 56 /r,VORPS,FV,xmm {k1}{z}:mew; xmm:mer; xmm/m128/m32bcst:mer,,AVX512VL; AVX512DQ,UD; GPS; AC; PFS
EVEX.NDS.256.0F.W0 56 /r,VORPS,FV,ymm {k1}{z}:mew; ymm:mer; ymm/m256/m32bcst:mer,,AVX512VL; AVX512DQ,UD; GPS; AC; PFS
EVEX.NDS.512.0F.W0 56 /r,VORPS,FV,zmm {k1}{z}:mew; zmm:mer; zmm/m512/m32bcst:mer,,AVX512DQ,UD; GPS; AC; PFS
0F 38 1C /r,PABSB,RM,mm:mew; mm/m64:mer,pref67:operand/1,SSSE3,UD; GP; AC
0F 38 1C /r,PABSB,RM,xmm:mew; xmm/m128:mer,pref67:operand/1; pref66:mandatory/1,SSSE3,UD; GP; AC
0F 38 1D /r,PABSW,RM,mm:mew; mm/m64:mer,pref67:operand/1,SSSE3,UD; GP
0F 38 1D /r,PABSW,RM,xmm:mew; xmm/m128:mer,pref67:operand/1; pref66:mandatory/1,SSSE3,UD; GP
0F 38 1E /r,PABSD,RM,mm:mew; mm/m64:mer,pref67:operand/1,SSSE3,UD; GP
0F 38 1E /r,PABSD,RM,xmm:mew; xmm/m128:mer,pref67:operand/1; pref66:mandatory/1,SSSE3,UD; GP
VEX.128.66.0F38.WIG 1C /r,VPABSB,RM,xmm:mew; xmm/m128:mer,pref67:operand/1,AVX,UD; GP; AC
VEX.128.66.0F38.WIG 1D /r,VPABSW,RM,xmm:mew; xmm/m128:mer,pref67:operand/1,AVX,UD; GP
VEX.128.66.0F38.WIG 1E /r,VPABSD,RM,xmm:mew; xmm/m128:mer,pref67:operand/1,AVX,UD; GP
VEX.256.66.0F38.WIG 1C /r,VPABSB,RM,ymm:mew; ymm/m256:mer,pref67:operand/1,AVX2,UD; GP; AC
VEX.256.66.0F38.WIG 1D /r,VPABSW,RM,ymm:mew; ymm/m256:mer,pref67:operand/1,AVX2,UD; GP
VEX.256.66.0F38.WIG 1E /r,VPABSD,RM,ymm:mew; ymm/m256:mer,pref67:operand/1,AVX2,UD; GP
EVEX.128.66.0F38.WIG 1C /r,VPABSB,FVM,xmm {k1}{z}:mew; xmm/m128:mer,pref67:operand/1,AVX512VL; AVX512BW,UD; GP; AC
EVEX.256.66.0F38.WIG 1C /r,VPABSB,FVM,ymm {k1}{z}:mew; ymm/m256:mer,pref67:operand/1,AVX512VL; AVX512BW,UD; GP; AC
EVEX.512.66.0F38.WIG 1C /r,VPABSB,FVM,zmm {k1}{z}:mew; zmm/m512:mer,pref67:operand/1,AVX512BW,UD; GP; AC
EVEX.128.66.0F38.WIG 1D /r,VPABSW,FVM,xmm {k1}{z}:mew; xmm/m128:mer,pref67:operand/1,AVX512VL; AVX512BW,UD; GP
EVEX.256.66.0F38.WIG 1D /r,VPABSW,FVM,ymm {k1}{z}:mew; ymm/m256:mer,pref67:operand/1,AVX512VL; AVX512BW,UD; GP
EVEX.512.66.0F38.WIG 1D /r,VPABSW,FVM,zmm {k1}{z}:mew; zmm/m512:mer,pref67:operand/1,AVX512BW,UD; GP
EVEX.128.66.0F38.W0 1E /r,VPABSD,FV,xmm {k1}{z}:mew; xmm/m128/m32bcst:mer,,AVX512VL; AVX512F,UD; GP
EVEX.256.66.0F38.W0 1E /r,VPABSD,FV,ymm {k1}{z}:mew; ymm/m256/m32bcst:mer,,AVX512VL; AVX512F,UD; GP
EVEX.512.66.0F38.W0 1E /r,VPABSD,FV,zmm {k1}{z}:mew; zmm/m512/m32bcst:mer,,AVX512F,UD; GP
EVEX.128.66.0F38.W1 1F /r,VPABSQ,FV,xmm {k1}{z}:mew; xmm/m128/m64bcst:mer,,AVX512VL; AVX512F,
EVEX.256.66.0F38.W1 1F /r,VPABSQ,FV,ymm {k1}{z}:mew; ymm/m256/m64bcst:mer,,AVX512VL; AVX512F,
EVEX.512.66.0F38.W1 1F /r,VPABSQ,FV,zmm {k1}{z}:mew; zmm/m512/m64bcst:mer,,AVX512F,
0F 63 /r,PACKSSWB,RM,mm:merw; mm/m64:mer,pref67:operand/1,MMX,UD; GP
0F 63 /r,PACKSSWB,RM,xmm:merw; xmm/m128:mer,pref67:operand/1; pref66:mandatory/1,SSE2,UD; GP
0F 6B /r,PACKSSDW,RM,mm:merw; mm/m64:mer,pref67:operand/1,MMX,UD; GP
0F 6B /r,PACKSSDW,RM,xmm:merw; xmm/m128:mer,pref67:operand/1; pref66:mandatory/1,SSE2,UD; GP
VEX.NDS.128.66.0F.WIG 63 /r,VPACKSSWB,RVM,xmm:mew; xmm:mer; xmm/m128:mer,pref67:operand/1,AVX,UD; GP
VEX.NDS.128.66.0F.WIG 6B /r,VPACKSSDW,RVM,xmm:mew; xmm:mer; xmm/m128:mer,pref67:operand/1,AVX,UD; GP
VEX.NDS.256.66.0F.WIG 63 /r,VPACKSSWB,RVM,ymm:mew; ymm:mer; ymm/m256:mer,pref67:operand/1,AVX2,UD; GP
VEX.NDS.256.66.0F.WIG 6B /r,VPACKSSDW,RVM,ymm:mew; ymm:mer; ymm/m256:mer,pref67:operand/1,AVX2,UD; GP
EVEX.NDS.128.66.0F.WIG 63 /r,VPACKSSWB,FVM,xmm {k1}{z}:mew; xmm:mer; xmm/m128:mer,pref67:operand/1,AVX512VL; AVX512BW,UD; GP
EVEX.NDS.256.66.0F.WIG 63 /r,VPACKSSWB,FVM,ymm {k1}{z}:mew; ymm:mer; ymm/m256:mer,pref67:operand/1,AVX512VL; AVX512BW,UD; GP
EVEX.NDS.512.66.0F.WIG 63 /r,VPACKSSWB,FVM,zmm {k1}{z}:mew; zmm:mer; zmm/m512:mer,pref67:operand/1,AVX512BW,UD; GP
EVEX.NDS.128.66.0F.W0 6B /r,VPACKSSDW,FV,xmm {k1}{z}:mew; xmm:mer; xmm/m128/m32bcst:mer,,AVX512VL; AVX512BW,UD; GP
EVEX.NDS.256.66.0F.W0 6B /r,VPACKSSDW,FV,ymm {k1}{z}:mew; ymm:mer; ymm/m256/m32bcst:mer,,AVX512VL; AVX512BW,UD; GP
EVEX.NDS.512.66.0F.W0 6B /r,VPACKSSDW,FV,zmm {k1}{z}:mew; zmm:mer; zmm/m512/m32bcst:mer,,AVX512BW,UD; GP
0F 38 2B /r,PACKUSDW,RM,xmm:merw; xmm/m128:mer,pref67:operand/1; pref66:mandatory/1,SSE4_1,UD; GP
VEX.NDS.128.66.0F38 2B /r,VPACKUSDW,RVM,xmm:mew; xmm:mer; xmm/m128:mer,pref67:operand/1,AVX,UD; GP
VEX.NDS.256.66.0F38 2B /r,VPACKUSDW,RVM,ymm:mew; ymm:mer; ymm/m256:mer,pref67:operand/1,AVX2,UD; GP
EVEX.NDS.128.66.0F38.W0 2B /r,VPACKUSDW,FV,xmm{k1}{z}:mew; xmm:mer; xmm/m128/m32bcst:mer,,AVX512VL; AVX512BW,UD; GP
EVEX.NDS.256.66.0F38.W0 2B /r,VPACKUSDW,FV,ymm{k1}{z}:mew; ymm:mer; ymm/m256/m32bcst:mer,,AVX512VL; AVX512BW,UD; GP
EVEX.NDS.512.66.0F38.W0 2B /r,VPACKUSDW,FV,zmm{k1}{z}:mew; zmm:mer; zmm/m512/m32bcst:mer,,AVX512BW,UD; GP
0F 67 /r,PACKUSWB,RM,mm:merw; mm/m64:mer,pref67:operand/1,MMX,UD; GP
0F 67 /r,PACKUSWB,RM,xmm:merw; xmm/m128:mer,pref67:operand/1; pref66:mandatory/1,SSE2,UD; GP
VEX.NDS.128.66.0F.WIG 67 /r,VPACKUSWB,RVM,xmm:mew; xmm:mer; xmm/m128:mer,pref67:operand/1,AVX,UD; GP
VEX.NDS.256.66.0F.WIG 67 /r,VPACKUSWB,RVM,ymm:mew; ymm:mer; ymm/m256:mer,pref67:operand/1,AVX2,UD; GP
EVEX.NDS.128.66.0F.WIG 67 /r,VPACKUSWB,FVM,xmm{k1}{z}:mew; xmm:mer; xmm/m128:mer,pref67:operand/1,AVX512VL; AVX512BW,UD; GP
EVEX.NDS.256.66.0F.WIG 67 /r,VPACKUSWB,FVM,ymm{k1}{z}:mew; ymm:mer; ymm/m256:mer,pref67:operand/1,AVX512VL; AVX512BW,UD; GP
EVEX.NDS.512.66.0F.WIG 67 /r,VPACKUSWB,FVM,zmm{k1}{z}:mew; zmm:mer; zmm/m512:mer,pref67:operand/1,AVX512BW,UD; GP
0F FC /r,PADDB,RM,mm:merw; mm/m64:mer,pref67:operand/1,MMX,UD; GP
0F FD /r,PADDW,RM,mm:merw; mm/m64:mer,pref67:operand/1,MMX,UD; GP
0F FC /r,PADDB,RM,xmm:merw; xmm/m128:mer,pref67:operand/1; pref66:mandatory/1,SSE2,UD; GP
0F FD /r,PADDW,RM,xmm:merw; xmm/m128:mer,pref67:operand/1; pref66:mandatory/1,SSE2,UD; GP
0F FE /r,PADDD,RM,xmm:merw; xmm/m128:mer,pref67:operand/1; pref66:mandatory/1,SSE2,UD; GP
0F D4 /r,PADDQ,RM,xmm:merw; xmm/m128:mer,pref67:operand/1; pref66:mandatory/1,SSE2,UD; GP
VEX.NDS.128.66.0F.WIG FC /r,VPADDB,RVM,xmm:mew; xmm:mer; xmm/m128:mer,pref67:operand/1,AVX,UD; GP
VEX.NDS.128.66.0F.WIG FD /r,VPADDW,RVM,xmm:mew; xmm:mer; xmm/m128:mer,pref67:operand/1,AVX,UD; GP
VEX.NDS.128.66.0F.WIG FE /r,VPADDD,RVM,xmm:mew; xmm:mer; xmm/m128:mer,pref67:operand/1,AVX,UD; GP
VEX.NDS.128.66.0F.WIG D4 /r,VPADDQ,RVM,xmm:mew; xmm:mer; xmm/m128:mer,pref67:operand/1,AVX,UD; GP
VEX.NDS.256.66.0F.WIG FC /r,VPADDB,RVM,ymm:mew; ymm:mer; ymm/m256:mer,pref67:operand/1,AVX2,UD; GP
VEX.NDS.256.66.0F.WIG FD /r,VPADDW,RVM,ymm:mew; ymm:mer; ymm/m256:mer,pref67:operand/1,AVX2,UD; GP
VEX.NDS.256.66.0F.WIG FE /r,VPADDD,RVM,ymm:mew; ymm:mer; ymm/m256:mer,pref67:operand/1,AVX2,UD; GP
VEX.NDS.256.66.0F.WIG D4 /r,VPADDQ,RVM,ymm:mew; ymm:mer; ymm/m256:mer,pref67:operand/1,AVX2,UD; GP
EVEX.NDS.128.66.0F.WIG FC /r,VPADDB,FVM,xmm {k1}{z}:mew; xmm:mer; xmm/m128:mer,pref67:operand/1,AVX512VL; AVX512BW,UD; GP
EVEX.NDS.128.66.0F.WIG FD /r,VPADDW,FVM,xmm {k1}{z}:mew; xmm:mer; xmm/m128:mer,pref67:operand/1,AVX512VL; AVX512BW,UD; GP
EVEX.NDS.128.66.0F.W0 FE /r,VPADDD,FV,xmm {k1}{z}:mew; xmm:mer; xmm/m128/m32bcst:mer,,AVX512VL; AVX512F,UD; GP
EVEX.NDS.128.66.0F.W1 D4 /r,VPADDQ,FV,xmm {k1}{z}:mew; xmm:mer; xmm/m128/m64bcst:mer,,AVX512VL; AVX512F,UD; GP
EVEX.NDS.256.66.0F.WIG FC /r,VPADDB,FVM,ymm {k1}{z}:mew; ymm:mer; ymm/m256:mer,pref67:operand/1,AVX512VL; AVX512BW,UD; GP
EVEX.NDS.256.66.0F.WIG FD /r,VPADDW,FVM,ymm {k1}{z}:mew; ymm:mer; ymm/m256:mer,pref67:operand/1,AVX512VL; AVX512BW,UD; GP
EVEX.NDS.256.66.0F.W0 FE /r,VPADDD,FV,ymm {k1}{z}:mew; ymm:mer; ymm/m256/m32bcst:mer,,AVX512VL; AVX512F,UD; GP
EVEX.NDS.256.66.0F.W1 D4 /r,VPADDQ,FV,ymm {k1}{z}:mew; ymm:mer; ymm/m256/m64bcst:mer,,AVX512VL; AVX512F,UD; GP
EVEX.NDS.512.66.0F.WIG FC /r,VPADDB,FVM,zmm {k1}{z}:mew; zmm:mer; zmm/m512:mer,pref67:operand/1,AVX512BW,UD; GP
EVEX.NDS.512.66.0F.WIG FD /r,VPADDW,FVM,zmm {k1}{z}:mew; zmm:mer; zmm/m512:mer,pref67:operand/1,AVX512BW,UD; GP
EVEX.NDS.512.66.0F.W0 FE /r,VPADDD,FV,zmm {k1}{z}:mew; zmm:mer; zmm/m512/m32bcst:mer,,AVX512F,UD; GP
EVEX.NDS.512.66.0F.W1 D4 /r,VPADDQ,FV,zmm {k1}{z}:mew; zmm:mer; zmm/m512/m64bcst:mer,,AVX512F,UD; GP
0F EC /r,PADDSB,RM,mm:merw; mm/m64:mer,pref67:operand/1,MMX,UD; GP
0F EC /r,PADDSB,RM,xmm:merw; xmm/m128:mer,pref67:operand/1; pref66:mandatory/1,SSE2,UD; GP
0F ED /r,PADDSW,RM,mm:merw; mm/m64:mer,pref67:operand/1,MMX,UD; GP
0F ED /r,PADDSW,RM,xmm:merw; xmm/m128:mer,pref67:operand/1; pref66:mandatory/1,SSE2,UD; GP
VEX.NDS.128.66.0F.WIG EC /r,VPADDSB,RVM,xmm:mew; xmm:mer; xmm/m128:mer,pref67:operand/1,AVX,UD; GP
VEX.NDS.128.66.0F.WIG ED /r,VPADDSW,RVM,xmm:mew; xmm:mer; xmm/m128:mer,pref67:operand/1,AVX,UD; GP
VEX.NDS.256.66.0F.WIG EC /r,VPADDSB,RVM,ymm:mew; ymm:mer; ymm/m256:mer,pref67:operand/1,AVX2,UD; GP
VEX.NDS.256.66.0F.WIG ED /r,VPADDSW,RVM,ymm:mew; ymm:mer; ymm/m256:mer,pref67:operand/1,AVX2,UD; GP
EVEX.NDS.128.66.0F.WIG EC /r,VPADDSB,FVM,xmm {k1}{z}:mew; xmm:mer; xmm/m128:mer,pref67:operand/1,AVX512VL; AVX512BW,UD; GP
EVEX.NDS.256.66.0F.WIG EC /r,VPADDSB,FVM,ymm {k1}{z}:mew; ymm:mer; ymm/m256:mer,pref67:operand/1,AVX512VL; AVX512BW,UD; GP
EVEX.NDS.512.66.0F.WIG EC /r,VPADDSB,FVM,zmm {k1}{z}:mew; zmm:mer; zmm/m512:mer,pref67:operand/1,AVX512BW,UD; GP
EVEX.NDS.128.66.0F.WIG ED /r,VPADDSW,FVM,xmm {k1}{z}:mew; xmm:mer; xmm/m128:mer,pref67:operand/1,AVX512VL; AVX512BW,UD; GP
EVEX.NDS.256.66.0F.WIG ED /r,VPADDSW,FVM,ymm {k1}{z}:mew; ymm:mer; ymm/m256:mer,pref67:operand/1,AVX512VL; AVX512BW,UD; GP
EVEX.NDS.512.66.0F.WIG ED /r,VPADDSW,FVM,zmm {k1}{z}:mew; zmm:mer; zmm/m512:mer,pref67:operand/1,AVX512BW,UD; GP
0F DC /r,PADDUSB,RM,mm:merw; mm/m64:mer,pref67:operand/1,MMX,UD; GP
0F DC /r,PADDUSB,RM,xmm:merw; xmm/m128:mer,pref67:operand/1; pref66:mandatory/1,SSE2,UD; GP
0F DD /r,PADDUSW,RM,mm:merw; mm/m64:mer,pref67:operand/1,MMX,UD; GP
